0,4,10,453.77
0.01,0.18421,10.02,328.01
0.02,-2.5698,10.007,236.37
0.03,-4.5502,9.9711,169.6
0.04,-5.967,9.9181,120.97
0.05,-6.9733,9.8531,85.545
0.06,-7.6806,9.7796,59.753
0.07,-8.1703,9.7002,40.98
0.08,-8.5017,9.6167,27.322
0.09,-8.7178,9.5305,17.393
0.1,-8.8503,9.4426,10.181
0.11,-8.922,9.3537,4.9491
0.12,-8.9497,9.2644,1.1605
0.13,-8.9455,9.1749,-1.5766
0.14,-8.9183,9.0855,-3.5474
0.15,-8.8747,8.9965,-4.96
0.16,-8.8193,8.9081,-5.966
0.17,-8.7555,8.8202,-6.6758
0.18,-8.6858,8.733,-7.17
0.19,-8.6121,8.6465,-7.5073
0.2,-8.5357,8.5607,-7.7304
0.21,-8.4575,8.4758,-7.8706
0.22,-8.3783,8.3916,-7.9505
0.23,-8.2985,8.3082,-7.9867
0.24,-8.2186,8.2256,-7.9913
0.25,-8.1387,8.1438,-7.973
0.26,-8.0591,8.0629,-7.9384
0.27,-7.9799,7.9827,-7.8919
0.28,-7.9013,7.9033,-7.8371
0.29,-7.8232,7.8246,-7.7764
0.3,-7.7457,7.7468,-7.7117
0.31,-7.6689,7.6697,-7.6441
0.32,-7.5928,7.5934,-7.5747
0.33,-7.5174,7.5179,-7.5043
0.34,-7.4428,7.4431,-7.4331
0.35,-7.3688,7.369,-7.3618
0.36,-7.2955,7.2957,-7.2904
0.37,-7.223,7.2231,-7.2192
0.38,-7.1511,7.1512,-7.1484
0.39,-7.08,7.0801,-7.078
0.4,-7.0096,7.0096,-7.0081
0.41,-6.9398,6.9399,-6.9388
0.42,-6.8708,6.8708,-6.87
0.43,-6.8024,6.8024,-6.8019
0.44,-6.7348,6.7348,-6.7343
0.45,-6.6677,6.6678,-6.6674
0.46,-6.6014,6.6014,-6.6012
0.47,-6.5357,6.5357,-6.5356
0.48,-6.4707,6.4707,-6.4706
0.49,-6.4063,6.4063,-6.4062
0.5,-6.3426,6.3426,-6.3425
0.51,-6.2795,6.2795,-6.2794
0.52,-6.217,6.217,-6.2169
0.53,-6.1551,6.1551,-6.1551
0.54,-6.0939,6.0939,-6.0938
0.55,-6.0332,6.0332,-6.0332
0.56,-5.9732,5.9732,-5.9732
0.57,-5.9138,5.9138,-5.9138
0.58,-5.8549,5.8549,-5.8549
0.59,-5.7967,5.7967,-5.7967
0.6,-5.739,5.739,-5.739
0.61,-5.6819,5.6819,-5.6819
0.62,-5.6253,5.6253,-5.6253
0.63,-5.5694,5.5694,-5.5694
0.64,-5.514,5.514,-5.514
0.65,-5.4591,5.4591,-5.4591
0.66,-5.4048,5.4048,-5.4048
0.67,-5.351,5.351,-5.351
0.68,-5.2978,5.2978,-5.2978
0.69,-5.245,5.245,-5.245
0.7,-5.1929,5.1929,-5.1929
0.71,-5.1412,5.1412,-5.1412
0.72,-5.09,5.09,-5.09
0.73,-5.0394,5.0394,-5.0394
0.74,-4.9892,4.9892,-4.9892
0.75,-4.9396,4.9396,-4.9396
0.76,-4.8904,4.8904,-4.8904
0.77,-4.8418,4.8418,-4.8418
0.78,-4.7936,4.7936,-4.7936
0.79,-4.7459,4.7459,-4.7459
0.8,-4.6987,4.6987,-4.6987
0.81,-4.6519,4.6519,-4.6519
0.82,-4.6056,4.6056,-4.6056
0.83,-4.5598,4.5598,-4.5598
0.84,-4.5144,4.5144,-4.5144
0.85,-4.4695,4.4695,-4.4695
0.86,-4.4251,4.4251,-4.4251
0.87,-4.381,4.381,-4.381
0.88,-4.3374,4.3374,-4.3374
0.89,-4.2943,4.2943,-4.2943
0.9,-4.2515,4.2515,-4.2515
0.91,-4.2092,4.2092,-4.2092
0.92,-4.1674,4.1674,-4.1674
0.93,-4.1259,4.1259,-4.1259
0.94,-4.0848,4.0848,-4.0848
0.95,-4.0442,4.0442,-4.0442
0.96,-4.004,4.004,-4.004
0.97,-3.9641,3.9641,-3.9641
0.98,-3.9247,3.9247,-3.9247
0.99,-3.8856,3.8856,-3.8856
1,-3.847,3.847,-3.847
1.01,-3.8087,3.8087,-3.8087
1.02,-3.7708,3.7708,-3.7708
1.03,-3.7333,3.7333,-3.7333
1.04,-3.6961,3.6961,-3.6961
1.05,-3.6593,3.6593,-3.6593
1.06,-3.6229,3.6229,-3.6229
1.07,-3.5869,3.5869,-3.5869
1.08,-3.5512,3.5512,-3.5512
1.09,-3.5159,3.5159,-3.5159
1.1,-3.4809,3.4809,-3.4809
1.11,-3.4462,3.4462,-3.4462
1.12,-3.4119,3.4119,-3.4119
1.13,-3.378,3.378,-3.378
1.14,-3.3444,3.3444,-3.3444
1.15,-3.3111,3.3111,-3.3111
1.16,-3.2782,3.2782,-3.2782
1.17,-3.2455,3.2455,-3.2455
1.18,-3.2132,3.2132,-3.2132
1.19,-3.1813,3.1813,-3.1813
1.2,-3.1496,3.1496,-3.1496
1.21,-3.1183,3.1183,-3.1183
1.22,-3.0873,3.0873,-3.0873
1.23,-3.0565,3.0565,-3.0565
1.24,-3.0261,3.0261,-3.0261
1.25,-2.996,2.996,-2.996
1.26,-2.9662,2.9662,-2.9662
1.27,-2.9367,2.9367,-2.9367
1.28,-2.9075,2.9075,-2.9075
1.29,-2.8785,2.8785,-2.8785
1.3,-2.8499,2.8499,-2.8499
1.31,-2.8215,2.8215,-2.8215
1.32,-2.7935,2.7935,-2.7935
1.33,-2.7657,2.7657,-2.7657
1.34,-2.7382,2.7382,-2.7382
1.35,-2.7109,2.7109,-2.7109
1.36,-2.6839,2.6839,-2.6839
1.37,-2.6572,2.6572,-2.6572
1.38,-2.6308,2.6308,-2.6308
1.39,-2.6046,2.6046,-2.6046
1.4,-2.5787,2.5787,-2.5787
1.41,-2.553,2.553,-2.553
1.42,-2.5276,2.5276,-2.5276
1.43,-2.5025,2.5025,-2.5025
1.44,-2.4776,2.4776,-2.4776
1.45,-2.4529,2.4529,-2.4529
1.46,-2.4285,2.4285,-2.4285
1.47,-2.4044,2.4044,-2.4044
1.48,-2.3804,2.3804,-2.3804
1.49,-2.3567,2.3567,-2.3567
1.5,-2.3333,2.3333,-2.3333
1.51,-2.3101,2.3101,-2.3101
1.52,-2.2871,2.2871,-2.2871
1.53,-2.2643,2.2643,-2.2643
1.54,-2.2418,2.2418,-2.2418
1.55,-2.2195,2.2195,-2.2195
1.56,-2.1974,2.1974,-2.1974
1.57,-2.1756,2.1756,-2.1756
1.58,-2.1539,2.1539,-2.1539
1.59,-2.1325,2.1325,-2.1325
1.6,-2.1113,2.1113,-2.1113
1.61,-2.0902,2.0902,-2.0902
1.62,-2.0694,2.0694,-2.0694
1.63,-2.0489,2.0489,-2.0489
1.64,-2.0285,2.0285,-2.0285
1.65,-2.0083,2.0083,-2.0083
1.66,-1.9883,1.9883,-1.9883
1.67,-1.9685,1.9685,-1.9685
1.68,-1.9489,1.9489,-1.9489
1.69,-1.9295,1.9295,-1.9295
1.7,-1.9103,1.9103,-1.9103
1.71,-1.8913,1.8913,-1.8913
1.72,-1.8725,1.8725,-1.8725
1.73,-1.8539,1.8539,-1.8539
1.74,-1.8354,1.8354,-1.8354
1.75,-1.8172,1.8172,-1.8172
1.76,-1.7991,1.7991,-1.7991
1.77,-1.7812,1.7812,-1.7812
1.78,-1.7635,1.7635,-1.7635
1.79,-1.7459,1.7459,-1.7459
1.8,-1.7285,1.7285,-1.7285
1.81,-1.7114,1.7114,-1.7114
1.82,-1.6943,1.6943,-1.6943
1.83,-1.6775,1.6775,-1.6775
1.84,-1.6608,1.6608,-1.6608
1.85,-1.6442,1.6442,-1.6442
1.86,-1.6279,1.6279,-1.6279
1.87,-1.6117,1.6117,-1.6117
1.88,-1.5957,1.5957,-1.5957
1.89,-1.5798,1.5798,-1.5798
1.9,-1.5641,1.5641,-1.5641
1.91,-1.5485,1.5485,-1.5485
1.92,-1.5331,1.5331,-1.5331
1.93,-1.5178,1.5178,-1.5178
1.94,-1.5027,1.5027,-1.5027
1.95,-1.4878,1.4878,-1.4878
1.96,-1.473,1.473,-1.473
1.97,-1.4583,1.4583,-1.4583
1.98,-1.4438,1.4438,-1.4438
1.99,-1.4294,1.4294,-1.4294
2,-1.4152,1.4152,-1.4152
2.01,-1.4011,1.4011,-1.4011
2.02,-1.3872,1.3872,-1.3872
2.03,-1.3734,1.3734,-1.3734
2.04,-1.3597,1.3597,-1.3597
2.05,-1.3462,1.3462,-1.3462
2.06,-1.3328,1.3328,-1.3328
2.07,-1.3195,1.3195,-1.3195
2.08,-1.3064,1.3064,-1.3064
2.09,-1.2934,1.2934,-1.2934
2.1,-1.2805,1.2805,-1.2805
2.11,-1.2678,1.2678,-1.2678
2.12,-1.2552,1.2552,-1.2552
2.13,-1.2427,1.2427,-1.2427
2.14,-1.2303,1.2303,-1.2303
2.15,-1.2181,1.2181,-1.2181
2.16,-1.206,1.206,-1.206
2.17,-1.194,1.194,-1.194
2.18,-1.1821,1.1821,-1.1821
2.19,-1.1703,1.1703,-1.1703
2.2,-1.1587,1.1587,-1.1587
2.21,-1.1472,1.1472,-1.1472
2.22,-1.1357,1.1357,-1.1357
2.23,-1.1244,1.1244,-1.1244
2.24,-1.1132,1.1132,-1.1132
2.25,-1.1022,1.1022,-1.1022
2.26,-1.0912,1.0912,-1.0912
2.27,-1.0803,1.0803,-1.0803
2.28,-1.0696,1.0696,-1.0696
2.29,-1.059,1.059,-1.059
2.3,-1.0484,1.0484,-1.0484
2.31,-1.038,1.038,-1.038
2.32,-1.0277,1.0277,-1.0277
2.33,-1.0174,1.0174,-1.0174
2.34,-1.0073,1.0073,-1.0073
2.35,-0.99729,0.99729,-0.99729
2.36,-0.98736,0.98736,-0.98736
2.37,-0.97754,0.97754,-0.97754
2.38,-0.96781,0.96781,-0.96781
2.39,-0.95818,0.95818,-0.95818
2.4,-0.94865,0.94865,-0.94865
2.41,-0.93921,0.93921,-0.93921
2.42,-0.92986,0.92986,-0.92986
2.43,-0.92061,0.92061,-0.92061
2.44,-0.91145,0.91145,-0.91145
2.45,-0.90238,0.90238,-0.90238
2.46,-0.8934,0.8934,-0.8934
2.47,-0.88451,0.88451,-0.88451
2.48,-0.87571,0.87571,-0.87571
2.49,-0.867,0.867,-0.867
2.5,-0.85837,0.85837,-0.85837
2.51,-0.84983,0.84983,-0.84983
2.52,-0.84138,0.84138,-0.84138
2.53,-0.833,0.833,-0.833
2.54,-0.82472,0.82472,-0.82472
2.55,-0.81651,0.81651,-0.81651
2.56,-0.80838,0.80838,-0.80838
2.57,-0.80034,0.80034,-0.80034
2.58,-0.79238,0.79238,-0.79238
2.59,-0.78449,0.78449,-0.78449
2.6,-0.77669,0.77669,-0.77669
2.61,-0.76896,0.76896,-0.76896
2.62,-0.76131,0.76131,-0.76131
2.63,-0.75373,0.75373,-0.75373
2.64,-0.74623,0.74623,-0.74623
2.65,-0.73881,0.73881,-0.73881
2.66,-0.73146,0.73146,-0.73146
2.67,-0.72418,0.72418,-0.72418
2.68,-0.71697,0.71697,-0.71697
2.69,-0.70984,0.70984,-0.70984
2.7,-0.70278,0.70278,-0.70278
2.71,-0.69578,0.69578,-0.69578
2.72,-0.68886,0.68886,-0.68886
2.73,-0.68201,0.68201,-0.68201
2.74,-0.67522,0.67522,-0.67522
2.75,-0.6685,0.6685,-0.6685
2.76,-0.66185,0.66185,-0.66185
2.77,-0.65526,0.65526,-0.65526
2.78,-0.64874,0.64874,-0.64874
2.79,-0.64229,0.64229,-0.64229
2.8,-0.6359,0.6359,-0.6359
2.81,-0.62957,0.62957,-0.62957
2.82,-0.62331,0.62331,-0.62331
2.83,-0.6171,0.6171,-0.6171
2.84,-0.61096,0.61096,-0.61096
2.85,-0.60488,0.60488,-0.60488
2.86,-0.59887,0.59887,-0.59887
2.87,-0.59291,0.59291,-0.59291
2.88,-0.58701,0.58701,-0.58701
2.89,-0.58117,0.58117,-0.58117
2.9,-0.57538,0.57538,-0.57538
2.91,-0.56966,0.56966,-0.56966
2.92,-0.56399,0.56399,-0.56399
2.93,-0.55838,0.55838,-0.55838
2.94,-0.55282,0.55282,-0.55282
2.95,-0.54732,0.54732,-0.54732
2.96,-0.54188,0.54188,-0.54188
2.97,-0.53648,0.53648,-0.53648
2.98,-0.53115,0.53115,-0.53115
2.99,-0.52586,0.52586,-0.52586
3,-0.52063,0.52063,-0.52063
